,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-10 10:10:00,22433,570
1,Bayern,2020-04-10 10:10:00,30363,703
2,Berlin,2020-04-10 10:10:00,4349,42
3,Brandenburg,2020-04-10 10:10:00,1691,37
4,Bremen,2020-04-10 10:10:00,454,13
5,Hamburg,2020-04-10 10:10:00,3551,53
6,Hessen,2020-04-10 10:10:00,5694,111
7,Mecklenburg- Vor­pommern,2020-04-10 10:10:00,586,11
8,Niedersachsen,2020-04-10 10:10:00,7114,161
9,Nordrhein-West­falen,2020-04-10 10:10:00,23028,446
10,Rhein­land-Pfalz,2020-04-10 10:10:00,4440,51
11,Saarland,2020-04-10 10:10:00,1854,36
12,Sachsen,2020-04-10 10:10:00,3402,59
13,Sachsen-Anhalt,2020-04-10 10:10:00,1121,18
14,Schles­wig-Holstein,2020-04-10 10:10:00,2029,38
15,Thüringen,2020-04-10 10:10:00,1416,24
16,Gesamt,2020-04-10 10:10:00,113525,2373
