,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-27 16:10:00,228893,4438
1,Bayern,2020-12-27 16:10:00,311091,6213
2,Berlin,2020-12-27 16:10:00,92981,1128
3,Branden­burg,2020-12-27 16:10:00,36795,781
4,Bremen,2020-12-27 16:10:00,13165,182
5,Hamburg,2020-12-27 16:10:00,35110,586
6,Hessen,2020-12-27 16:10:00,131434,2484
7,Meck­lenburg- Vor­pommern,2020-12-27 16:10:00,10939,142
8,Nieder­sachsen,2020-12-27 16:10:00,102850,1778
9,Nord­rhein-West­falen,2020-12-27 16:10:00,378105,5964
10,Rhein­land-Pfalz,2020-12-27 16:10:00,68758,1257
11,Saarland,2020-12-27 16:10:00,19150,406
12,Sachsen,2020-12-27 16:10:00,122450,2706
13,Sachsen-Anhalt,2020-12-27 16:10:00,27064,509
14,Schles­wig-Holstein,2020-12-27 16:10:00,23333,366
15,Thüringen,2020-12-27 16:10:00,38740,828
16,Gesamt,2020-12-27 16:10:00,1640858,29778
