,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-22 10:10:00,34174,1680
1,Bayern,2020-05-22 10:10:00,46024,2358
2,Berlin,2020-05-22 10:10:00,6585,190
3,Brandenburg,2020-05-22 10:10:00,3211,152
4,Bremen,2020-05-22 10:10:00,1291,39
5,Hamburg,2020-05-22 10:10:00,5059,240
6,Hessen,2020-05-22 10:10:00,9656,457
7,Mecklenburg- Vor­pommern,2020-05-22 10:10:00,763,20
8,Niedersachsen,2020-05-22 10:10:00,11420,568
9,Nordrhein-West­falen,2020-05-22 10:10:00,37010,1547
10,Rhein­land-Pfalz,2020-05-22 10:10:00,6566,224
11,Saarland,2020-05-22 10:10:00,2707,157
12,Sachsen,2020-05-22 10:10:00,5197,203
13,Sachsen-Anhalt,2020-05-22 10:10:00,1692,54
14,Schles­wig-Holstein,2020-05-22 10:10:00,3039,134
15,Thüringen,2020-05-22 10:10:00,2818,151
16,Gesamt,2020-05-22 10:10:00,177212,8174
