,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-07 10:10:00,37642,1852
1,Bayern,2020-08-07 10:10:00,51710,2626
2,Berlin,2020-08-07 10:10:00,9543,224
3,Branden­burg,2020-08-07 10:10:00,3600,168
4,Bremen,2020-08-07 10:10:00,1798,56
5,Hamburg,2020-08-07 10:10:00,5530,262
6,Hessen,2020-08-07 10:10:00,12468,524
7,Meck­lenburg- Vor­pommern,2020-08-07 10:10:00,910,20
8,Nieder­sachsen,2020-08-07 10:10:00,14847,654
9,Nord­rhein-West­falen,2020-08-07 10:10:00,50937,1755
10,Rhein­land-Pfalz,2020-08-07 10:10:00,7713,239
11,Saarland,2020-08-07 10:10:00,2900,174
12,Sachsen,2020-08-07 10:10:00,5590,225
13,Sachsen-Anhalt,2020-08-07 10:10:00,2044,64
14,Schles­wig-Holstein,2020-08-07 10:10:00,3569,158
15,Thüringen,2020-08-07 10:10:00,3413,182
16,Gesamt,2020-08-07 10:10:00,214214,9183
