,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-09 10:10:00,100752,2120
1,Bayern,2020-11-09 10:10:00,133808,2923
2,Berlin,2020-11-09 10:10:00,39624,295
3,Branden­burg,2020-11-09 10:10:00,10516,217
4,Bremen,2020-11-09 10:10:00,7133,87
5,Hamburg,2020-11-09 10:10:00,17139,304
6,Hessen,2020-11-09 10:10:00,54043,758
7,Meck­lenburg- Vor­pommern,2020-11-09 10:10:00,3745,30
8,Nieder­sachsen,2020-11-09 10:10:00,46322,823
9,Nord­rhein-West­falen,2020-11-09 10:10:00,171631,2355
10,Rhein­land-Pfalz,2020-11-09 10:10:00,26352,320
11,Saarland,2020-11-09 10:10:00,8426,201
12,Sachsen,2020-11-09 10:10:00,26680,405
13,Sachsen-Anhalt,2020-11-09 10:10:00,6734,93
14,Schles­wig-Holstein,2020-11-09 10:10:00,10000,201
15,Thüringen,2020-11-09 10:10:00,8963,220
16,Gesamt,2020-11-09 10:10:00,671868,11352
