,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-07 10:10:00,20141,433
1,Bayern,2020-04-07 10:10:00,26163,481
2,Berlin,2020-04-07 10:10:00,3845,28
3,Brandenburg,2020-04-07 10:10:00,1384,20
4,Bremen,2020-04-07 10:10:00,399,9
5,Hamburg,2020-04-07 10:10:00,3059,20
6,Hessen,2020-04-07 10:10:00,4837,73
7,Mecklenburg- Vor­pommern,2020-04-07 10:10:00,531,8
8,Niedersachsen,2020-04-07 10:10:00,6200,111
9,Nordrhein-West­falen,2020-04-07 10:10:00,20220,282
10,Rhein­land-Pfalz,2020-04-07 10:10:00,3992,34
11,Saarland,2020-04-07 10:10:00,1532,16
12,Sachsen,2020-04-07 10:10:00,2997,38
13,Sachsen-Anhalt,2020-04-07 10:10:00,987,12
14,Schles­wig-Holstein,2020-04-07 10:10:00,1730,24
15,Thüringen,2020-04-07 10:10:00,1208,18
16,Gesamt,2020-04-07 10:10:00,99225,1607
