,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-27 16:10:00,35530,1829
1,Bayern,2020-06-27 16:10:00,48262,2591
2,Berlin,2020-06-27 16:10:00,8145,213
3,Branden­burg,2020-06-27 16:10:00,3437,165
4,Bremen,2020-06-27 16:10:00,1659,50
5,Hamburg,2020-06-27 16:10:00,5178,259
6,Hessen,2020-06-27 16:10:00,10731,506
7,Meck­lenburg- Vor­pommern,2020-06-27 16:10:00,798,20
8,Nieder­sachsen,2020-06-27 16:10:00,13456,627
9,Nord­rhein-West­falen,2020-06-27 16:10:00,42571,1674
10,Rhein­land-Pfalz,2020-06-27 16:10:00,6971,235
11,Saarland,2020-06-27 16:10:00,2802,172
12,Sachsen,2020-06-27 16:10:00,5444,222
13,Sachsen-Anhalt,2020-06-27 16:10:00,1865,58
14,Schles­wig-Holstein,2020-06-27 16:10:00,3146,152
15,Thüringen,2020-06-27 16:10:00,3248,181
16,Gesamt,2020-06-27 16:10:00,193243,8954
