,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-13 10:10:00,186044,3400
1,Bayern,2020-12-13 10:10:00,256903,4848
2,Berlin,2020-12-13 10:10:00,78248,813
3,Branden­burg,2020-12-13 10:10:00,26434,481
4,Bremen,2020-12-13 10:10:00,11661,154
5,Hamburg,2020-12-13 10:10:00,29135,478
6,Hessen,2020-12-13 10:10:00,107361,1749
7,Meck­lenburg- Vor­pommern,2020-12-13 10:10:00,8069,96
8,Nieder­sachsen,2020-12-13 10:10:00,84771,1419
9,Nord­rhein-West­falen,2020-12-13 10:10:00,314937,4455
10,Rhein­land-Pfalz,2020-12-13 10:10:00,55536,846
11,Saarland,2020-12-13 10:10:00,15588,301
12,Sachsen,2020-12-13 10:10:00,84245,1652
13,Sachsen-Anhalt,2020-12-13 10:10:00,18152,271
14,Schles­wig-Holstein,2020-12-13 10:10:00,17960,291
15,Thüringen,2020-12-13 10:10:00,25672,533
16,Gesamt,2020-12-13 10:10:00,1320716,21787
