,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-06 10:10:00,249397,5180
1,Bayern,2021-01-06 10:10:00,338786,7260
2,Berlin,2021-01-06 10:10:00,100760,1390
3,Branden­burg,2021-01-06 10:10:00,44556,1083
4,Bremen,2021-01-06 10:10:00,13915,209
5,Hamburg,2021-01-06 10:10:00,38575,695
6,Hessen,2021-01-06 10:10:00,142925,3211
7,Meck­lenburg- Vor­pommern,2021-01-06 10:10:00,13225,200
8,Nieder­sachsen,2021-01-06 10:10:00,112166,2122
9,Nord­rhein-West­falen,2021-01-06 10:10:00,408998,7246
10,Rhein­land-Pfalz,2021-01-06 10:10:00,75885,1582
11,Saarland,2021-01-06 10:10:00,20497,467
12,Sachsen,2021-01-06 10:10:00,143122,3502
13,Sachsen-Anhalt,2021-01-06 10:10:00,33019,725
14,Schles­wig-Holstein,2021-01-06 10:10:00,26536,497
15,Thüringen,2021-01-06 10:10:00,46285,1168
16,Gesamt,2021-01-06 10:10:00,1808647,36537
