,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-01 10:10:00,34784,1752
1,Bayern,2020-06-01 10:10:00,47004,2451
2,Berlin,2020-06-01 10:10:00,6816,198
3,Branden­burg,2020-06-01 10:10:00,3273,155
4,Bremen,2020-06-01 10:10:00,1398,42
5,Hamburg,2020-06-01 10:10:00,5089,253
6,Hessen,2020-06-01 10:10:00,10047,480
7,Meck-lenburg- Vor­pommern,2020-06-01 10:10:00,761,20
8,Nieder-sachsen,2020-06-01 10:10:00,12043,593
9,Nord­rhein-West­falen,2020-06-01 10:10:00,38046,1598
10,Rhein­land-Pfalz,2020-06-01 10:10:00,6703,230
11,Saarland,2020-06-01 10:10:00,2724,163
12,Sachsen,2020-06-01 10:10:00,5309,214
13,Sachsen-Anhalt,2020-06-01 10:10:00,1706,55
14,Schles­wig-Holstein,2020-06-01 10:10:00,3097,145
15,Thüringen,2020-06-01 10:10:00,3015,162
16,Gesamt,2020-06-01 10:10:00,181815,8511
