,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-11 10:10:00,104707,2167
1,Bayern,2020-11-11 10:10:00,139914,3018
2,Berlin,2020-11-11 10:10:00,42014,314
3,Branden­burg,2020-11-11 10:10:00,11031,226
4,Bremen,2020-11-11 10:10:00,7367,89
5,Hamburg,2020-11-11 10:10:00,17860,305
6,Hessen,2020-11-11 10:10:00,57466,809
7,Meck­lenburg- Vor­pommern,2020-11-11 10:10:00,3910,34
8,Nieder­sachsen,2020-11-11 10:10:00,48400,843
9,Nord­rhein-West­falen,2020-11-11 10:10:00,180523,2465
10,Rhein­land-Pfalz,2020-11-11 10:10:00,28034,334
11,Saarland,2020-11-11 10:10:00,9012,205
12,Sachsen,2020-11-11 10:10:00,28507,426
13,Sachsen-Anhalt,2020-11-11 10:10:00,7101,96
14,Schles­wig-Holstein,2020-11-11 10:10:00,10466,208
15,Thüringen,2020-11-11 10:10:00,9375,228
16,Gesamt,2020-11-11 10:10:00,705687,11767
