,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-15 10:10:00,56488,1919
1,Bayern,2020-10-15 10:10:00,75535,2700
2,Berlin,2020-10-15 10:10:00,19537,237
3,Branden­burg,2020-10-15 10:10:00,5098,172
4,Bremen,2020-10-15 10:10:00,3274,62
5,Hamburg,2020-10-15 10:10:00,9288,278
6,Hessen,2020-10-15 10:10:00,23481,569
7,Meck­lenburg- Vor­pommern,2020-10-15 10:10:00,1532,20
8,Nieder­sachsen,2020-10-15 10:10:00,24009,706
9,Nord­rhein-West­falen,2020-10-15 10:10:00,84161,1931
10,Rhein­land-Pfalz,2020-10-15 10:10:00,12647,260
11,Saarland,2020-10-15 10:10:00,3960,177
12,Sachsen,2020-10-15 10:10:00,9122,252
13,Sachsen-Anhalt,2020-10-15 10:10:00,2999,68
14,Schles­wig-Holstein,2020-10-15 10:10:00,5456,163
15,Thüringen,2020-10-15 10:10:00,4636,196
16,Gesamt,2020-10-15 10:10:00,341223,9710
