,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-29 10:10:00,34479,1743
1,Bayern,2020-05-29 10:10:00,46809,2441
2,Berlin,2020-05-29 10:10:00,6738,196
3,Branden­burg,2020-05-29 10:10:00,3271,155
4,Bremen,2020-05-29 10:10:00,1372,41
5,Hamburg,2020-05-29 10:10:00,5078,246
6,Hessen,2020-05-29 10:10:00,9962,476
7,Meck-lenburg- Vor­pommern,2020-05-29 10:10:00,759,20
8,Nieder-sachsen,2020-05-29 10:10:00,11832,585
9,Nord­rhein-West­falen,2020-05-29 10:10:00,37803,1588
10,Rhein­land-Pfalz,2020-05-29 10:10:00,6673,230
11,Saarland,2020-05-29 10:10:00,2716,162
12,Sachsen,2020-05-29 10:10:00,5230,209
13,Sachsen-Anhalt,2020-05-29 10:10:00,1700,55
14,Schles­wig-Holstein,2020-05-29 10:10:00,3078,144
15,Thüringen,2020-05-29 10:10:00,2958,159
16,Gesamt,2020-05-29 10:10:00,180458,8450
