,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-12 10:10:00,35057,1802
1,Bayern,2020-06-12 10:10:00,47574,2538
2,Berlin,2020-06-12 10:10:00,7165,208
3,Branden­burg,2020-06-12 10:10:00,3306,161
4,Bremen,2020-06-12 10:10:00,1573,45
5,Hamburg,2020-06-12 10:10:00,5134,254
6,Hessen,2020-06-12 10:10:00,10313,489
7,Meck­lenburg- Vor­pommern,2020-06-12 10:10:00,780,20
8,Nieder­sachsen,2020-06-12 10:10:00,12777,610
9,Nord­rhein-West­falen,2020-06-12 10:10:00,39060,1643
10,Rhein­land-Pfalz,2020-06-12 10:10:00,6827,231
11,Saarland,2020-06-12 10:10:00,2769,168
12,Sachsen,2020-06-12 10:10:00,5344,219
13,Sachsen-Anhalt,2020-06-12 10:10:00,1732,56
14,Schles­wig-Holstein,2020-06-12 10:10:00,3120,148
15,Thüringen,2020-06-12 10:10:00,3143,171
16,Gesamt,2020-06-12 10:10:00,185674,8763
