,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-14 10:10:00,55639,1909
1,Bayern,2020-10-14 10:10:00,74459,2693
2,Berlin,2020-10-14 10:10:00,19033,237
3,Branden­burg,2020-10-14 10:10:00,4997,172
4,Bremen,2020-10-14 10:10:00,3166,62
5,Hamburg,2020-10-14 10:10:00,9153,278
6,Hessen,2020-10-14 10:10:00,22819,567
7,Meck­lenburg- Vor­pommern,2020-10-14 10:10:00,1472,20
8,Nieder­sachsen,2020-10-14 10:10:00,23560,702
9,Nord­rhein-West­falen,2020-10-14 10:10:00,82356,1923
10,Rhein­land-Pfalz,2020-10-14 10:10:00,12410,260
11,Saarland,2020-10-14 10:10:00,3867,177
12,Sachsen,2020-10-14 10:10:00,8742,250
13,Sachsen-Anhalt,2020-10-14 10:10:00,2966,68
14,Schles­wig-Holstein,2020-10-14 10:10:00,5391,163
15,Thüringen,2020-10-14 10:10:00,4555,196
16,Gesamt,2020-10-14 10:10:00,334585,9677
