,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-07 10:10:00,51579,1894
1,Bayern,2020-10-07 10:10:00,70381,2680
2,Berlin,2020-10-07 10:10:00,16237,231
3,Branden­burg,2020-10-07 10:10:00,4483,169
4,Bremen,2020-10-07 10:10:00,2702,59
5,Hamburg,2020-10-07 10:10:00,8451,274
6,Hessen,2020-10-07 10:10:00,20355,556
7,Meck­lenburg- Vor­pommern,2020-10-07 10:10:00,1304,20
8,Nieder­sachsen,2020-10-07 10:10:00,21456,691
9,Nord­rhein-West­falen,2020-10-07 10:10:00,74615,1891
10,Rhein­land-Pfalz,2020-10-07 10:10:00,11308,256
11,Saarland,2020-10-07 10:10:00,3489,177
12,Sachsen,2020-10-07 10:10:00,7679,243
13,Sachsen-Anhalt,2020-10-07 10:10:00,2774,68
14,Schles­wig-Holstein,2020-10-07 10:10:00,5032,162
15,Thüringen,2020-10-07 10:10:00,4241,191
16,Gesamt,2020-10-07 10:10:00,306086,9562
