,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-09 10:10:00,170904,3170
1,Bayern,2020-12-09 10:10:00,238442,4518
2,Berlin,2020-12-09 10:10:00,73430,732
3,Branden­burg,2020-12-09 10:10:00,23373,435
4,Bremen,2020-12-09 10:10:00,10973,142
5,Hamburg,2020-12-09 10:10:00,27363,435
6,Hessen,2020-12-09 10:10:00,99560,1578
7,Meck­lenburg- Vor­pommern,2020-12-09 10:10:00,7058,86
8,Nieder­sachsen,2020-12-09 10:10:00,79187,1299
9,Nord­rhein-West­falen,2020-12-09 10:10:00,294740,4167
10,Rhein­land-Pfalz,2020-12-09 10:10:00,51185,736
11,Saarland,2020-12-09 10:10:00,14412,286
12,Sachsen,2020-12-09 10:10:00,73767,1381
13,Sachsen-Anhalt,2020-12-09 10:10:00,15832,229
14,Schles­wig-Holstein,2020-12-09 10:10:00,16277,271
15,Thüringen,2020-12-09 10:10:00,22021,467
16,Gesamt,2020-12-09 10:10:00,1218524,19932
