,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-22 10:10:00,36556,1838
1,Bayern,2020-07-22 10:10:00,49954,2617
2,Berlin,2020-07-22 10:10:00,8837,222
3,Branden­burg,2020-07-22 10:10:00,3497,167
4,Bremen,2020-07-22 10:10:00,1725,55
5,Hamburg,2020-07-22 10:10:00,5244,261
6,Hessen,2020-07-22 10:10:00,11458,515
7,Meck­lenburg- Vor­pommern,2020-07-22 10:10:00,811,20
8,Nieder­sachsen,2020-07-22 10:10:00,14101,647
9,Nord­rhein-West­falen,2020-07-22 10:10:00,46367,1717
10,Rhein­land-Pfalz,2020-07-22 10:10:00,7346,238
11,Saarland,2020-07-22 10:10:00,2835,174
12,Sachsen,2020-07-22 10:10:00,5503,225
13,Sachsen-Anhalt,2020-07-22 10:10:00,1961,62
14,Schles­wig-Holstein,2020-07-22 10:10:00,3278,155
15,Thüringen,2020-07-22 10:10:00,3326,182
16,Gesamt,2020-07-22 10:10:00,202799,9095
