,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-04 20:10:00,42925,1865
1,Bayern,2020-09-04 20:10:00,58385,2641
2,Berlin,2020-09-04 20:10:00,11529,226
3,Branden­burg,2020-09-04 20:10:00,3902,169
4,Bremen,2020-09-04 20:10:00,2048,58
5,Hamburg,2020-09-04 20:10:00,6396,267
6,Hessen,2020-09-04 20:10:00,15912,535
7,Meck­lenburg- Vor­pommern,2020-09-04 20:10:00,1019,20
8,Nieder­sachsen,2020-09-04 20:10:00,17133,665
9,Nord­rhein-West­falen,2020-09-04 20:10:00,59811,1821
10,Rhein­land-Pfalz,2020-09-04 20:10:00,9260,243
11,Saarland,2020-09-04 20:10:00,3176,174
12,Sachsen,2020-09-04 20:10:00,6095,225
13,Sachsen-Anhalt,2020-09-04 20:10:00,2263,66
14,Schles­wig-Holstein,2020-09-04 20:10:00,4107,161
15,Thüringen,2020-09-04 20:10:00,3658,186
16,Gesamt,2020-09-04 20:10:00,247619,9322
