,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-05 10:10:00,34870,1778
1,Bayern,2020-06-05 10:10:00,47268,2481
2,Berlin,2020-06-05 10:10:00,6946,200
3,Branden­burg,2020-06-05 10:10:00,3288,156
4,Bremen,2020-06-05 10:10:00,1498,44
5,Hamburg,2020-06-05 10:10:00,5107,253
6,Hessen,2020-06-05 10:10:00,10163,482
7,Meck­lenburg- Vor­pommern,2020-06-05 10:10:00,764,20
8,Nieder­sachsen,2020-06-05 10:10:00,12277,604
9,Nord­rhein-West­falen,2020-06-05 10:10:00,38439,1617
10,Rhein­land-Pfalz,2020-06-05 10:10:00,6732,230
11,Saarland,2020-06-05 10:10:00,2738,166
12,Sachsen,2020-06-05 10:10:00,5315,212
13,Sachsen-Anhalt,2020-06-05 10:10:00,1712,55
14,Schles­wig-Holstein,2020-06-05 10:10:00,3103,146
15,Thüringen,2020-06-05 10:10:00,3051,169
16,Gesamt,2020-06-05 10:10:00,183271,8613
