,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-04 10:10:00,159013,2919
1,Bayern,2020-12-04 10:10:00,222360,4156
2,Berlin,2020-12-04 10:10:00,68508,641
3,Branden­burg,2020-12-04 10:10:00,21123,405
4,Bremen,2020-12-04 10:10:00,10499,132
5,Hamburg,2020-12-04 10:10:00,25775,404
6,Hessen,2020-12-04 10:10:00,92825,1411
7,Meck­lenburg- Vor­pommern,2020-12-04 10:10:00,6446,71
8,Nieder­sachsen,2020-12-04 10:10:00,74734,1228
9,Nord­rhein-West­falen,2020-12-04 10:10:00,276697,3793
10,Rhein­land-Pfalz,2020-12-04 10:10:00,47140,608
11,Saarland,2020-12-04 10:10:00,13212,262
12,Sachsen,2020-12-04 10:10:00,63535,1142
13,Sachsen-Anhalt,2020-12-04 10:10:00,13826,194
14,Schles­wig-Holstein,2020-12-04 10:10:00,15082,263
15,Thüringen,2020-12-04 10:10:00,19463,405
16,Gesamt,2020-12-04 10:10:00,1130238,18034
