,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-12 16:10:00,44903,1867
1,Bayern,2020-09-12 16:10:00,61561,2645
2,Berlin,2020-09-12 16:10:00,12216,226
3,Branden­burg,2020-09-12 16:10:00,4003,169
4,Bremen,2020-09-12 16:10:00,2117,58
5,Hamburg,2020-09-12 16:10:00,6770,267
6,Hessen,2020-09-12 16:10:00,16714,538
7,Meck­lenburg- Vor­pommern,2020-09-12 16:10:00,1055,20
8,Nieder­sachsen,2020-09-12 16:10:00,17783,667
9,Nord­rhein-West­falen,2020-09-12 16:10:00,61820,1828
10,Rhein­land-Pfalz,2020-09-12 16:10:00,9649,246
11,Saarland,2020-09-12 16:10:00,3225,175
12,Sachsen,2020-09-12 16:10:00,6351,226
13,Sachsen-Anhalt,2020-09-12 16:10:00,2330,66
14,Schles­wig-Holstein,2020-09-12 16:10:00,4218,161
15,Thüringen,2020-09-12 16:10:00,3765,188
16,Gesamt,2020-09-12 16:10:00,258480,9347
