,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-01 10:10:00,150719,2776
1,Bayern,2020-12-01 10:10:00,209682,3862
2,Berlin,2020-12-01 10:10:00,65145,565
3,Branden­burg,2020-12-01 10:10:00,19122,344
4,Bremen,2020-12-01 10:10:00,10094,123
5,Hamburg,2020-12-01 10:10:00,24855,373
6,Hessen,2020-12-01 10:10:00,88078,1298
7,Meck­lenburg- Vor­pommern,2020-12-01 10:10:00,5995,64
8,Nieder­sachsen,2020-12-01 10:10:00,71586,1159
9,Nord­rhein-West­falen,2020-12-01 10:10:00,263715,3515
10,Rhein­land-Pfalz,2020-12-01 10:10:00,44371,546
11,Saarland,2020-12-01 10:10:00,12814,255
12,Sachsen,2020-12-01 10:10:00,57037,965
13,Sachsen-Anhalt,2020-12-01 10:10:00,12528,176
14,Schles­wig-Holstein,2020-12-01 10:10:00,14344,255
15,Thüringen,2020-12-01 10:10:00,17388,360
16,Gesamt,2020-12-01 10:10:00,1067473,16636
