,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-10 10:10:00,102293,2133
1,Bayern,2020-11-10 10:10:00,136636,2953
2,Berlin,2020-11-10 10:10:00,40460,301
3,Branden­burg,2020-11-10 10:10:00,10790,223
4,Bremen,2020-11-10 10:10:00,7254,88
5,Hamburg,2020-11-10 10:10:00,17437,304
6,Hessen,2020-11-10 10:10:00,55744,786
7,Meck­lenburg- Vor­pommern,2020-11-10 10:10:00,3786,31
8,Nieder­sachsen,2020-11-10 10:10:00,47319,834
9,Nord­rhein-West­falen,2020-11-10 10:10:00,175951,2395
10,Rhein­land-Pfalz,2020-11-10 10:10:00,27237,325
11,Saarland,2020-11-10 10:10:00,8640,202
12,Sachsen,2020-11-10 10:10:00,27339,409
13,Sachsen-Anhalt,2020-11-10 10:10:00,6928,93
14,Schles­wig-Holstein,2020-11-10 10:10:00,10214,205
15,Thüringen,2020-11-10 10:10:00,9172,224
16,Gesamt,2020-11-10 10:10:00,687200,11506
