,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-06 10:10:00,32576,1481
1,Bayern,2020-05-06 10:10:00,43371,2001
2,Berlin,2020-05-06 10:10:00,6092,159
3,Brandenburg,2020-05-06 10:10:00,2969,127
4,Bremen,2020-05-06 10:10:00,916,31
5,Hamburg,2020-05-06 10:10:00,4664,190
6,Hessen,2020-05-06 10:10:00,8642,386
7,Mecklenburg- Vor­pommern,2020-05-06 10:10:00,711,19
8,Niedersachsen,2020-05-06 10:10:00,10453,470
9,Nordrhein-West­falen,2020-05-06 10:10:00,33977,1358
10,Rhein­land-Pfalz,2020-05-06 10:10:00,6191,187
11,Saarland,2020-05-06 10:10:00,2627,141
12,Sachsen,2020-05-06 10:10:00,4784,177
13,Sachsen-Anhalt,2020-05-06 10:10:00,1590,46
14,Schles­wig-Holstein,2020-05-06 10:10:00,2815,119
15,Thüringen,2020-05-06 10:10:00,2429,104
16,Gesamt,2020-05-06 10:10:00,164807,6996
