,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-16 10:10:00,45755,1868
1,Bayern,2020-09-16 10:10:00,62809,2647
2,Berlin,2020-09-16 10:10:00,12463,227
3,Branden­burg,2020-09-16 10:10:00,4033,169
4,Bremen,2020-09-16 10:10:00,2159,59
5,Hamburg,2020-09-16 10:10:00,6917,268
6,Hessen,2020-09-16 10:10:00,17084,542
7,Meck­lenburg- Vor­pommern,2020-09-16 10:10:00,1074,20
8,Nieder­sachsen,2020-09-16 10:10:00,18160,667
9,Nord­rhein-West­falen,2020-09-16 10:10:00,63155,1837
10,Rhein­land-Pfalz,2020-09-16 10:10:00,9859,247
11,Saarland,2020-09-16 10:10:00,3240,175
12,Sachsen,2020-09-16 10:10:00,6467,226
13,Sachsen-Anhalt,2020-09-16 10:10:00,2366,66
14,Schles­wig-Holstein,2020-09-16 10:10:00,4288,161
15,Thüringen,2020-09-16 10:10:00,3834,189
16,Gesamt,2020-09-16 10:10:00,263663,9368
