,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-07 10:10:00,166641,3022
1,Bayern,2020-12-07 10:10:00,231896,4325
2,Berlin,2020-12-07 10:10:00,71442,683
3,Branden­burg,2020-12-07 10:10:00,22433,421
4,Bremen,2020-12-07 10:10:00,10818,137
5,Hamburg,2020-12-07 10:10:00,26850,423
6,Hessen,2020-12-07 10:10:00,96637,1478
7,Meck­lenburg- Vor­pommern,2020-12-07 10:10:00,6782,75
8,Nieder­sachsen,2020-12-07 10:10:00,77741,1266
9,Nord­rhein-West­falen,2020-12-07 10:10:00,287179,3954
10,Rhein­land-Pfalz,2020-12-07 10:10:00,49496,674
11,Saarland*,2020-12-07 10:10:00,13887,271
12,Sachsen,2020-12-07 10:10:00,70168,1292
13,Sachsen-Anhalt,2020-12-07 10:10:00,14925,209
14,Schles­wig-Holstein,2020-12-07 10:10:00,15781,265
15,Thüringen,2020-12-07 10:10:00,20979,424
16,Gesamt,2020-12-07 10:10:00,1183655,18919
