,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-22 21:47:00,63132,1950
1,Bayern,2020-10-22 21:47:00,84090,2729
2,Berlin,2020-10-22 21:47:00,23698,243
3,Branden­burg,2020-10-22 21:47:00,5948,177
4,Bremen,2020-10-22 21:47:00,3868,63
5,Hamburg,2020-10-22 21:47:00,10407,282
6,Hessen,2020-10-22 21:47:00,28440,593
7,Meck­lenburg- Vor­pommern,2020-10-22 21:47:00,1877,21
8,Nieder­sachsen,2020-10-22 21:47:00,27426,720
9,Nord­rhein-West­falen,2020-10-22 21:47:00,97507,1980
10,Rhein­land-Pfalz,2020-10-22 21:47:00,14640,265
11,Saarland,2020-10-22 21:47:00,4625,178
12,Sachsen,2020-10-22 21:47:00,11507,269
13,Sachsen-Anhalt,2020-10-22 21:47:00,3487,71
14,Schles­wig-Holstein,2020-10-22 21:47:00,6147,163
15,Thüringen,2020-10-22 21:47:00,5250,201
16,Gesamt,2020-10-22 21:47:00,392049,9905
