,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-09 10:10:00,52814,1898
1,Bayern,2020-10-09 10:10:00,71759,2684
2,Berlin,2020-10-09 10:10:00,17112,233
3,Branden­burg,2020-10-09 10:10:00,4603,169
4,Bremen,2020-10-09 10:10:00,2880,60
5,Hamburg,2020-10-09 10:10:00,8669,276
6,Hessen,2020-10-09 10:10:00,21092,557
7,Meck­lenburg- Vor­pommern,2020-10-09 10:10:00,1344,20
8,Nieder­sachsen,2020-10-09 10:10:00,22142,695
9,Nord­rhein-West­falen,2020-10-09 10:10:00,76796,1900
10,Rhein­land-Pfalz,2020-10-09 10:10:00,11602,256
11,Saarland,2020-10-09 10:10:00,3551,177
12,Sachsen,2020-10-09 10:10:00,7987,243
13,Sachsen-Anhalt,2020-10-09 10:10:00,2832,68
14,Schles­wig-Holstein,2020-10-09 10:10:00,5155,162
15,Thüringen,2020-10-09 10:10:00,4322,191
16,Gesamt,2020-10-09 10:10:00,314660,9589
