,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-24 16:10:00,221854,4331
1,Bayern,2020-12-24 16:10:00,301881,6069
2,Berlin,2020-12-24 16:10:00,91116,1105
3,Branden­burg,2020-12-24 16:10:00,35280,753
4,Bremen,2020-12-24 16:10:00,13020,177
5,Hamburg,2020-12-24 16:10:00,33870,571
6,Hessen,2020-12-24 16:10:00,126214,2331
7,Meck­lenburg- Vor­pommern,2020-12-24 16:10:00,10532,134
8,Nieder­sachsen,2020-12-24 16:10:00,99234,1753
9,Nord­rhein-West­falen,2020-12-24 16:10:00,369058,5778
10,Rhein­land-Pfalz,2020-12-24 16:10:00,66745,1198
11,Saarland,2020-12-24 16:10:00,18549,387
12,Sachsen,2020-12-24 16:10:00,115799,2562
13,Sachsen-Anhalt,2020-12-24 16:10:00,25137,478
14,Schles­wig-Holstein,2020-12-24 16:10:00,22558,352
15,Thüringen,2020-12-24 16:10:00,36268,791
16,Gesamt,2020-12-24 16:10:00,1587115,28770
