,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-25 10:10:00,48135,1876
1,Bayern,2020-09-25 10:10:00,66557,2657
2,Berlin,2020-09-25 10:10:00,13811,228
3,Branden­burg,2020-09-25 10:10:00,4178,169
4,Bremen,2020-09-25 10:10:00,2280,59
5,Hamburg,2020-09-25 10:10:00,7431,269
6,Hessen,2020-09-25 10:10:00,18221,548
7,Meck­lenburg- Vor­pommern,2020-09-25 10:10:00,1144,20
8,Nieder­sachsen,2020-09-25 10:10:00,19443,681
9,Nord­rhein-West­falen,2020-09-25 10:10:00,67278,1861
10,Rhein­land-Pfalz,2020-09-25 10:10:00,10381,251
11,Saarland,2020-09-25 10:10:00,3270,176
12,Sachsen,2020-09-25 10:10:00,6942,230
13,Sachsen-Anhalt,2020-09-25 10:10:00,2525,67
14,Schles­wig-Holstein,2020-09-25 10:10:00,4603,161
15,Thüringen,2020-09-25 10:10:00,4024,190
16,Gesamt,2020-09-25 10:10:00,280223,9443
