,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-23 10:10:00,282920,6585
1,Bayern,2021-01-23 10:10:00,387863,9583
2,Berlin,2021-01-23 10:10:00,116119,2021
3,Branden­burg,2021-01-23 10:10:00,62813,1896
4,Bremen,2021-01-23 10:10:00,15326,250
5,Hamburg,2021-01-23 10:10:00,44249,976
6,Hessen,2021-01-23 10:10:00,164944,4362
7,Meck­lenburg- Vor­pommern,2021-01-23 10:10:00,18108,355
8,Nieder­sachsen,2021-01-23 10:10:00,134927,2945
9,Nord­rhein-West­falen,2021-01-23 10:10:00,467471,9895
10,Rhein­land-Pfalz,2021-01-23 10:10:00,88612,2263
11,Saarland,2021-01-23 10:10:00,24068,681
12,Sachsen,2021-01-23 10:10:00,173272,5670
13,Sachsen-Anhalt,2021-01-23 10:10:00,47452,1397
14,Schles­wig-Holstein,2021-01-23 10:10:00,33245,741
15,Thüringen,2021-01-23 10:10:00,61290,1901
16,Gesamt,2021-01-23 10:10:00,2122679,51521
