,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-16 10:10:00,116996,2265
1,Bayern,2020-11-16 10:10:00,158849,3144
2,Berlin,2020-11-16 10:10:00,47697,363
3,Branden­burg,2020-11-16 10:10:00,12873,241
4,Bremen,2020-11-16 10:10:00,8220,97
5,Hamburg,2020-11-16 10:10:00,20220,313
6,Hessen,2020-11-16 10:10:00,65479,873
7,Meck­lenburg- Vor­pommern,2020-11-16 10:10:00,4435,38
8,Nieder­sachsen,2020-11-16 10:10:00,55433,904
9,Nord­rhein-West­falen,2020-11-16 10:10:00,202817,2637
10,Rhein­land-Pfalz,2020-11-16 10:10:00,32563,363
11,Saarland,2020-11-16 10:10:00,10110,214
12,Sachsen,2020-11-16 10:10:00,34970,514
13,Sachsen-Anhalt,2020-11-16 10:10:00,8161,105
14,Schles­wig-Holstein,2020-11-16 10:10:00,11522,222
15,Thüringen,2020-11-16 10:10:00,10982,254
16,Gesamt,2020-11-16 10:10:00,801327,12547
