,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-08 10:10:00,168265,3098
1,Bayern,2020-12-08 10:10:00,234614,4411
2,Berlin,2020-12-08 10:10:00,72082,699
3,Branden­burg,2020-12-08 10:10:00,22741,422
4,Bremen,2020-12-08 10:10:00,10859,139
5,Hamburg,2020-12-08 10:10:00,27081,425
6,Hessen,2020-12-08 10:10:00,97899,1529
7,Meck­lenburg- Vor­pommern,2020-12-08 10:10:00,6835,78
8,Nieder­sachsen,2020-12-08 10:10:00,78296,1277
9,Nord­rhein-West­falen,2020-12-08 10:10:00,290668,4064
10,Rhein­land-Pfalz,2020-12-08 10:10:00,49762,681
11,Saarland,2020-12-08 10:10:00,14173,276
12,Sachsen,2020-12-08 10:10:00,71636,1307
13,Sachsen-Anhalt,2020-12-08 10:10:00,15396,215
14,Schles­wig-Holstein,2020-12-08 10:10:00,15964,269
15,Thüringen,2020-12-08 10:10:00,21438,452
16,Gesamt,2020-12-08 10:10:00,1197709,19342
