,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-06 10:10:00,34898,1790
1,Bayern,2020-06-06 10:10:00,47326,2489
2,Berlin,2020-06-06 10:10:00,6964,201
3,Branden­burg,2020-06-06 10:10:00,3294,158
4,Bremen,2020-06-06 10:10:00,1513,44
5,Hamburg,2020-06-06 10:10:00,5111,254
6,Hessen,2020-06-06 10:10:00,10171,483
7,Meck­lenburg- Vor­pommern,2020-06-06 10:10:00,766,20
8,Nieder­sachsen,2020-06-06 10:10:00,12399,605
9,Nord­rhein-West­falen,2020-06-06 10:10:00,38524,1622
10,Rhein­land-Pfalz,2020-06-06 10:10:00,6761,230
11,Saarland,2020-06-06 10:10:00,2740,166
12,Sachsen,2020-06-06 10:10:00,5321,212
13,Sachsen-Anhalt,2020-06-06 10:10:00,1717,55
14,Schles­wig-Holstein,2020-06-06 10:10:00,3107,147
15,Thüringen,2020-06-06 10:10:00,3066,170
16,Gesamt,2020-06-06 10:10:00,183678,8646
