,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-02 10:10:00,34796,1758
1,Bayern,2020-06-02 10:10:00,47029,2456
2,Berlin,2020-06-02 10:10:00,6839,198
3,Branden­burg,2020-06-02 10:10:00,3274,155
4,Bremen,2020-06-02 10:10:00,1436,42
5,Hamburg,2020-06-02 10:10:00,5098,253
6,Hessen,2020-06-02 10:10:00,10060,480
7,Meck-lenburg- Vor­pommern,2020-06-02 10:10:00,761,20
8,Nieder-sachsen,2020-06-02 10:10:00,12065,594
9,Nord­rhein-West­falen,2020-06-02 10:10:00,38100,1599
10,Rhein­land-Pfalz,2020-06-02 10:10:00,6704,230
11,Saarland,2020-06-02 10:10:00,2730,163
12,Sachsen,2020-06-02 10:10:00,5309,211
13,Sachsen-Anhalt,2020-06-02 10:10:00,1707,55
14,Schles­wig-Holstein,2020-06-02 10:10:00,3103,145
15,Thüringen,2020-06-02 10:10:00,3017,163
16,Gesamt,2020-06-02 10:10:00,182028,8522
