,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-08 10:10:00,34937,1791
1,Bayern,2020-06-08 10:10:00,47371,2505
2,Berlin,2020-06-08 10:10:00,7016,205
3,Branden­burg,2020-06-08 10:10:00,3304,160
4,Bremen,2020-06-08 10:10:00,1531,44
5,Hamburg,2020-06-08 10:10:00,5115,254
6,Hessen,2020-06-08 10:10:00,10207,484
7,Meck­lenburg- Vor­pommern,2020-06-08 10:10:00,774,20
8,Nieder­sachsen,2020-06-08 10:10:00,12509,605
9,Nord­rhein-West­falen,2020-06-08 10:10:00,38660,1623
10,Rhein­land-Pfalz,2020-06-08 10:10:00,6781,230
11,Saarland,2020-06-08 10:10:00,2747,166
12,Sachsen,2020-06-08 10:10:00,5330,214
13,Sachsen-Anhalt,2020-06-08 10:10:00,1720,56
14,Schles­wig-Holstein,2020-06-08 10:10:00,3110,147
15,Thüringen,2020-06-08 10:10:00,3081,170
16,Gesamt,2020-06-08 10:10:00,184193,8674
