,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-14 10:10:00,33670,1608
1,Bayern,2020-05-14 10:10:00,44980,2229
2,Berlin,2020-05-14 10:10:00,6342,173
3,Brandenburg,2020-05-14 10:10:00,3135,138
4,Bremen,2020-05-14 10:10:00,1104,37
5,Hamburg,2020-05-14 10:10:00,4976,228
6,Hessen,2020-05-14 10:10:00,9169,423
7,Mecklenburg- Vor­pommern,2020-05-14 10:10:00,739,20
8,Niedersachsen,2020-05-14 10:10:00,11003,524
9,Nordrhein-West­falen,2020-05-14 10:10:00,35741,1483
10,Rhein­land-Pfalz,2020-05-14 10:10:00,6382,212
11,Saarland,2020-05-14 10:10:00,2677,145
12,Sachsen,2020-05-14 10:10:00,5031,195
13,Sachsen-Anhalt,2020-05-14 10:10:00,1656,52
14,Schles­wig-Holstein,2020-05-14 10:10:00,2982,125
15,Thüringen,2020-05-14 10:10:00,2652,131
16,Gesamt,2020-05-14 10:10:00,172239,7723
