,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-01 10:10:00,31919,1385
1,Bayern,2020-05-01 10:10:00,42489,1850
2,Berlin,2020-05-01 10:10:00,5887,149
3,Brandenburg,2020-05-01 10:10:00,2872,120
4,Bremen,2020-05-01 10:10:00,859,30
5,Hamburg,2020-05-01 10:10:00,4604,163
6,Hessen,2020-05-01 10:10:00,8376,360
7,Mecklenburg- Vor­pommern,2020-05-01 10:10:00,693,18
8,Niedersachsen,2020-05-01 10:10:00,10141,429
9,Nordrhein-West­falen,2020-05-01 10:10:00,33058,1261
10,Rhein­land-Pfalz,2020-05-01 10:10:00,6086,172
11,Saarland,2020-05-01 10:10:00,2581,135
12,Sachsen,2020-05-01 10:10:00,4592,162
13,Sachsen-Anhalt,2020-05-01 10:10:00,1564,44
14,Schles­wig-Holstein,2020-05-01 10:10:00,2714,110
15,Thüringen,2020-05-01 10:10:00,2323,93
16,Gesamt,2020-05-01 10:10:00,160758,6481
