,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-10 10:10:00,34965,1798
1,Bayern,2020-06-10 10:10:00,47479,2531
2,Berlin,2020-06-10 10:10:00,7082,206
3,Branden­burg,2020-06-10 10:10:00,3309,160
4,Bremen,2020-06-10 10:10:00,1547,43
5,Hamburg,2020-06-10 10:10:00,5121,254
6,Hessen,2020-06-10 10:10:00,10256,485
7,Meck­lenburg- Vor­pommern,2020-06-10 10:10:00,777,20
8,Nieder­sachsen,2020-06-10 10:10:00,12626,607
9,Nord­rhein-West­falen,2020-06-10 10:10:00,38845,1636
10,Rhein­land-Pfalz,2020-06-10 10:10:00,6810,231
11,Saarland,2020-06-10 10:10:00,2763,167
12,Sachsen,2020-06-10 10:10:00,5337,217
13,Sachsen-Anhalt,2020-06-10 10:10:00,1721,56
14,Schles­wig-Holstein,2020-06-10 10:10:00,3115,148
15,Thüringen,2020-06-10 10:10:00,3108,170
16,Gesamt,2020-06-10 10:10:00,184861,8729
