,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-25 10:10:00,30169,1189
1,Bayern,2020-04-25 10:10:00,40547,1566
2,Berlin,2020-04-25 10:10:00,5525,113
3,Brandenburg,2020-04-25 10:10:00,2627,97
4,Bremen,2020-04-25 10:10:00,719,27
5,Hamburg,2020-04-25 10:10:00,4400,139
6,Hessen,2020-04-25 10:10:00,7837,305
7,Mecklenburg- Vor­pommern,2020-04-25 10:10:00,667,16
8,Niedersachsen,2020-04-25 10:10:00,9691,377
9,Nordrhein-West­falen,2020-04-25 10:10:00,31465,1084
10,Rhein­land-Pfalz,2020-04-25 10:10:00,5767,138
11,Saarland,2020-04-25 10:10:00,2468,107
12,Sachsen,2020-04-25 10:10:00,4406,141
13,Sachsen-Anhalt,2020-04-25 10:10:00,1480,35
14,Schles­wig-Holstein,2020-04-25 10:10:00,2612,95
15,Thüringen,2020-04-25 10:10:00,2058,71
16,Gesamt,2020-04-25 10:10:00,152438,5500
