,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-01 16:10:00,82334,2029
1,Bayern,2020-11-01 16:10:00,107044,2808
2,Berlin,2020-11-01 16:10:00,32231,261
3,Branden­burg,2020-11-01 16:10:00,8088,195
4,Bremen,2020-11-01 16:10:00,5522,72
5,Hamburg,2020-11-01 16:10:00,13753,285
6,Hessen,2020-11-01 16:10:00,42072,654
7,Meck­lenburg- Vor­pommern,2020-11-01 16:10:00,2865,23
8,Nieder­sachsen,2020-11-01 16:10:00,36949,748
9,Nord­rhein-West­falen,2020-11-01 16:10:00,136116,2145
10,Rhein­land-Pfalz,2020-11-01 16:10:00,20574,285
11,Saarland,2020-11-01 16:10:00,6740,192
12,Sachsen,2020-11-01 16:10:00,17974,322
13,Sachsen-Anhalt,2020-11-01 16:10:00,5204,79
14,Schles­wig-Holstein,2020-11-01 16:10:00,8293,175
15,Thüringen,2020-11-01 16:10:00,7171,208
16,Gesamt,2020-11-01 16:10:00,532930,10481
