,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-28 16:10:00,145615,2671
1,Bayern,2020-11-28 16:10:00,201950,3759
2,Berlin,2020-11-28 16:10:00,63064,539
3,Branden­burg,2020-11-28 16:10:00,18197,329
4,Bremen*,2020-11-28 16:10:00,9868,116
5,Hamburg,2020-11-28 16:10:00,24305,368
6,Hessen,2020-11-28 16:10:00,84845,1232
7,Meck­lenburg- Vor­pommern,2020-11-28 16:10:00,5820,61
8,Nieder­sachsen,2020-11-28 16:10:00,69948,1140
9,Nord­rhein-West­falen,2020-11-28 16:10:00,255115,3380
10,Rhein­land-Pfalz,2020-11-28 16:10:00,42670,508
11,Saarland,2020-11-28 16:10:00,12237,250
12,Sachsen,2020-11-28 16:10:00,52411,858
13,Sachsen-Anhalt,2020-11-28 16:10:00,11667,160
14,Schles­wig-Holstein,2020-11-28 16:10:00,14013,249
15,Thüringen,2020-11-28 16:10:00,16364,345
16,Gesamt,2020-11-28 16:10:00,1028089,15965
