,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-15 10:10:00,190418,3524
1,Bayern,2020-12-15 10:10:00,261306,4936
2,Berlin,2020-12-15 10:10:00,79807,846
3,Branden­burg,2020-12-15 10:10:00,27459,500
4,Bremen,2020-12-15 10:10:00,11736,159
5,Hamburg,2020-12-15 10:10:00,29711,481
6,Hessen,2020-12-15 10:10:00,109734,1834
7,Meck­lenburg- Vor­pommern,2020-12-15 10:10:00,8315,100
8,Nieder­sachsen,2020-12-15 10:10:00,86345,1454
9,Nord­rhein-West­falen,2020-12-15 10:10:00,322051,4615
10,Rhein­land-Pfalz,2020-12-15 10:10:00,57462,888
11,Saarland,2020-12-15 10:10:00,16098,313
12,Sachsen*,2020-12-15 10:10:00,86806,1702
13,Sachsen-Anhalt,2020-12-15 10:10:00,18985,289
14,Schles­wig-Holstein,2020-12-15 10:10:00,18341,295
15,Thüringen,2020-12-15 10:10:00,26936,539
16,Gesamt,2020-12-15 10:10:00,1351510,22475
