,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-24 10:10:00,36731,1839
1,Bayern,2020-07-24 10:10:00,50112,2619
2,Berlin,2020-07-24 10:10:00,8894,222
3,Branden­burg,2020-07-24 10:10:00,3523,168
4,Bremen,2020-07-24 10:10:00,1733,55
5,Hamburg,2020-07-24 10:10:00,5275,261
6,Hessen,2020-07-24 10:10:00,11591,517
7,Meck­lenburg- Vor­pommern,2020-07-24 10:10:00,826,20
8,Nieder­sachsen,2020-07-24 10:10:00,14185,647
9,Nord­rhein-West­falen,2020-07-24 10:10:00,46956,1726
10,Rhein­land-Pfalz,2020-07-24 10:10:00,7397,238
11,Saarland,2020-07-24 10:10:00,2841,174
12,Sachsen,2020-07-24 10:10:00,5506,225
13,Sachsen-Anhalt,2020-07-24 10:10:00,1975,63
14,Schles­wig-Holstein,2020-07-24 10:10:00,3299,155
15,Thüringen,2020-07-24 10:10:00,3339,182
16,Gesamt,2020-07-24 10:10:00,204183,9111
