,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-04 10:10:00,34830,1761
1,Bayern,2020-06-04 10:10:00,47209,2479
2,Berlin,2020-06-04 10:10:00,6901,200
3,Branden­burg,2020-06-04 10:10:00,3280,156
4,Bremen,2020-06-04 10:10:00,1462,44
5,Hamburg,2020-06-04 10:10:00,5096,253
6,Hessen,2020-06-04 10:10:00,10129,482
7,Meck­lenburg- Vor­pommern,2020-06-04 10:10:00,763,20
8,Nieder­sachsen,2020-06-04 10:10:00,12182,601
9,Nord­rhein-West­falen,2020-06-04 10:10:00,38297,1611
10,Rhein­land-Pfalz,2020-06-04 10:10:00,6719,230
11,Saarland,2020-06-04 10:10:00,2737,164
12,Sachsen,2020-06-04 10:10:00,5312,212
13,Sachsen-Anhalt,2020-06-04 10:10:00,1711,55
14,Schles­wig-Holstein,2020-06-04 10:10:00,3103,146
15,Thüringen,2020-06-04 10:10:00,3033,167
16,Gesamt,2020-06-04 10:10:00,182764,8581
