,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-19 16:10:00,275442,6219
1,Bayern*,2021-01-19 16:10:00,377918,8929
2,Berlin,2021-01-19 16:10:00,113055,1860
3,Branden­burg,2021-01-19 16:10:00,58646,1667
4,Bremen,2021-01-19 16:10:00,14960,237
5,Hamburg,2021-01-19 16:10:00,43077,917
6,Hessen,2021-01-19 16:10:00,159409,4072
7,Meck­lenburg- Vor­pommern,2021-01-19 16:10:00,16902,310
8,Nieder­sachsen,2021-01-19 16:10:00,129566,2685
9,Nord­rhein-West­falen,2021-01-19 16:10:00,453576,9306
10,Rhein­land-Pfalz*,2021-01-19 16:10:00,85559,2104
11,Saarland*,2021-01-19 16:10:00,23204,628
12,Sachsen,2021-01-19 16:10:00,167685,5156
13,Sachsen-Anhalt,2021-01-19 16:10:00,43612,1181
14,Schles­wig-Holstein,2021-01-19 16:10:00,31391,675
15,Thüringen,2021-01-19 16:10:00,58026,1676
16,Gesamt,2021-01-19 16:10:00,2052028,47622
