,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-04 10:10:00,244930,4947
1,Bayern,2021-01-04 10:10:00,334567,6925
2,Berlin,2021-01-04 10:10:00,98754,1305
3,Branden­burg,2021-01-04 10:10:00,42887,1008
4,Bremen,2021-01-04 10:10:00,13747,204
5,Hamburg,2021-01-04 10:10:00,37535,661
6,Hessen,2021-01-04 10:10:00,140371,2991
7,Meck­lenburg- Vor­pommern,2021-01-04 10:10:00,12562,179
8,Nieder­sachsen,2021-01-04 10:10:00,110777,2041
9,Nord­rhein-West­falen,2021-01-04 10:10:00,402519,6820
10,Rhein­land-Pfalz,2021-01-04 10:10:00,74435,1476
11,Saarland,2021-01-04 10:10:00,20199,445
12,Sachsen,2021-01-04 10:10:00,139700,3378
13,Sachsen-Anhalt,2021-01-04 10:10:00,32083,694
14,Schles­wig-Holstein,2021-01-04 10:10:00,25751,446
15,Thüringen,2021-01-04 10:10:00,44696,1054
16,Gesamt,2021-01-04 10:10:00,1775513,34574
