,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-18 10:10:00,120870,2333
1,Bayern,2020-11-18 10:10:00,164288,3262
2,Berlin,2020-11-18 10:10:00,50611,394
3,Branden­burg,2020-11-18 10:10:00,13517,253
4,Bremen,2020-11-18 10:10:00,8447,102
5,Hamburg,2020-11-18 10:10:00,20830,315
6,Hessen,2020-11-18 10:10:00,68070,935
7,Meck­lenburg- Vor­pommern,2020-11-18 10:10:00,4620,44
8,Nieder­sachsen,2020-11-18 10:10:00,56924,935
9,Nord­rhein-West­falen,2020-11-18 10:10:00,211380,2766
10,Rhein­land-Pfalz,2020-11-18 10:10:00,34144,381
11,Saarland,2020-11-18 10:10:00,10524,228
12,Sachsen,2020-11-18 10:10:00,36891,567
13,Sachsen-Anhalt,2020-11-18 10:10:00,8669,108
14,Schles­wig-Holstein,2020-11-18 10:10:00,11917,227
15,Thüringen,2020-11-18 10:10:00,11605,269
16,Gesamt,2020-11-18 10:10:00,833307,13119
