,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-28 10:10:00,34129,1724
1,Bayern,2020-05-28 10:10:00,46729,2438
2,Berlin,2020-05-28 10:10:00,6703,195
3,Branden-burg,2020-05-28 10:10:00,3261,155
4,Bremen,2020-05-28 10:10:00,1348,41
5,Hamburg,2020-05-28 10:10:00,5076,245
6,Hessen,2020-05-28 10:10:00,9915,471
7,Meck-lenburg- Vor­pommern,2020-05-28 10:10:00,760,20
8,Nieder-sachsen,2020-05-28 10:10:00,11750,583
9,Nord-rhein-West­falen,2020-05-28 10:10:00,37698,1582
10,Rhein­land-Pfalz,2020-05-28 10:10:00,6652,230
11,Saarland,2020-05-28 10:10:00,2731,161
12,Sachsen,2020-05-28 10:10:00,5260,210
13,Sachsen-Anhalt,2020-05-28 10:10:00,1701,55
14,Schles­wig-Holstein,2020-05-28 10:10:00,3072,143
15,Thüringen,2020-05-28 10:10:00,2932,158
16,Gesamt,2020-05-28 10:10:00,179717,8411
