,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-20 11:13:00,60721,1936
1,Bayern,2020-10-20 11:13:00,80880,2720
2,Berlin,2020-10-20 11:13:00,21905,241
3,Branden­burg,2020-10-20 11:13:00,5574,174
4,Bremen,2020-10-20 11:13:00,3630,63
5,Hamburg,2020-10-20 11:13:00,10003,281
6,Hessen,2020-10-20 11:13:00,26558,584
7,Meck­lenburg- Vor­pommern,2020-10-20 11:13:00,1719,21
8,Nieder­sachsen,2020-10-20 11:13:00,26356,717
9,Nord­rhein-West­falen,2020-10-20 11:13:00,92694,1963
10,Rhein­land-Pfalz,2020-10-20 11:13:00,13957,265
11,Saarland,2020-10-20 11:13:00,4437,177
12,Sachsen,2020-10-20 11:13:00,10520,259
13,Sachsen-Anhalt,2020-10-20 11:13:00,3334,71
14,Schles­wig-Holstein,2020-10-20 11:13:00,5879,163
15,Thüringen,2020-10-20 11:13:00,5000,201
16,Gesamt,2020-10-20 11:13:00,373167,9836
