,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg*,2020-11-24 10:10:00,133689,2452
1,Bayern,2020-11-24 10:10:00,185803,3490
2,Berlin,2020-11-24 10:10:00,57309,456
3,Branden­burg,2020-11-24 10:10:00,15867,287
4,Bremen,2020-11-24 10:10:00,9307,112
5,Hamburg,2020-11-24 10:10:00,22939,339
6,Hessen,2020-11-24 10:10:00,77897,1071
7,Meck­lenburg- Vor­pommern,2020-11-24 10:10:00,5247,54
8,Nieder­sachsen,2020-11-24 10:10:00,64504,1022
9,Nord­rhein-West­falen,2020-11-24 10:10:00,236806,3047
10,Rhein­land-Pfalz,2020-11-24 10:10:00,39275,434
11,Saarland,2020-11-24 10:10:00,11561,239
12,Sachsen,2020-11-24 10:10:00,44927,682
13,Sachsen-Anhalt,2020-11-24 10:10:00,10331,129
14,Schles­wig-Holstein,2020-11-24 10:10:00,13056,237
15,Thüringen,2020-11-24 10:10:00,14169,310
16,Gesamt,2020-11-24 10:10:00,942687,14361
