,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-25 10:10:00,285141,6633
1,Bayern,2021-01-25 10:10:00,391103,9671
2,Berlin,2021-01-25 10:10:00,116742,2040
3,Branden­burg,2021-01-25 10:10:00,63644,1939
4,Bremen,2021-01-25 10:10:00,15435,253
5,Hamburg,2021-01-25 10:10:00,44718,988
6,Hessen,2021-01-25 10:10:00,166219,4412
7,Meck­lenburg- Vor­pommern,2021-01-25 10:10:00,18462,369
8,Nieder­sachsen,2021-01-25 10:10:00,136202,2976
9,Nord­rhein-West­falen,2021-01-25 10:10:00,471079,9972
10,Rhein­land-Pfalz,2021-01-25 10:10:00,89446,2287
11,Saarland,2021-01-25 10:10:00,24288,689
12,Sachsen,2021-01-25 10:10:00,174818,5730
13,Sachsen-Anhalt,2021-01-25 10:10:00,48405,1437
14,Schles­wig-Holstein,2021-01-25 10:10:00,33861,755
15,Thüringen,2021-01-25 10:10:00,62102,1936
16,Gesamt,2021-01-25 10:10:00,2141665,52087
