,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg*,2020-06-22 16:10:00,35272,1824
1,Bayern,2020-06-22 16:10:00,47867,2567
2,Berlin,2020-06-22 16:10:00,7833,211
3,Branden­burg,2020-06-22 16:10:00,3394,163
4,Bremen,2020-06-22 16:10:00,1648,49
5,Hamburg,2020-06-22 16:10:00,5170,259
6,Hessen,2020-06-22 16:10:00,10578,501
7,Meck­lenburg- Vor­pommern,2020-06-22 16:10:00,792,20
8,Nieder­sachsen,2020-06-22 16:10:00,13283,618
9,Nord­rhein-West­falen,2020-06-22 16:10:00,41218,1663
10,Rhein­land-Pfalz,2020-06-22 16:10:00,6917,234
11,Saarland*,2020-06-22 16:10:00,2778,168
12,Sachsen*,2020-06-22 16:10:00,5408,221
13,Sachsen-Anhalt,2020-06-22 16:10:00,1844,57
14,Schles­wig-Holstein,2020-06-22 16:10:00,3136,152
15,Thüringen,2020-06-22 16:10:00,3221,178
16,Gesamt,2020-06-22 16:10:00,190359,8885
