,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-16 10:10:00,57455,1920
1,Bayern,2020-10-16 10:10:00,76680,2702
2,Berlin,2020-10-16 10:10:00,20088,239
3,Branden­burg,2020-10-16 10:10:00,5211,172
4,Bremen,2020-10-16 10:10:00,3377,62
5,Hamburg,2020-10-16 10:10:00,9456,278
6,Hessen,2020-10-16 10:10:00,24151,571
7,Meck­lenburg- Vor­pommern,2020-10-16 10:10:00,1590,20
8,Nieder­sachsen,2020-10-16 10:10:00,24724,710
9,Nord­rhein-West­falen,2020-10-16 10:10:00,86315,1936
10,Rhein­land-Pfalz,2020-10-16 10:10:00,12884,262
11,Saarland,2020-10-16 10:10:00,4013,177
12,Sachsen,2020-10-16 10:10:00,9335,255
13,Sachsen-Anhalt,2020-10-16 10:10:00,3057,71
14,Schles­wig-Holstein,2020-10-16 10:10:00,5510,163
15,Thüringen,2020-10-16 10:10:00,4711,196
16,Gesamt,2020-10-16 10:10:00,348557,9734
