,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-07 10:10:00,250675,5207
1,Bayern,2021-01-07 10:10:00,342280,7424
2,Berlin,2021-01-07 10:10:00,102070,1445
3,Branden­burg,2021-01-07 10:10:00,45720,1143
4,Bremen,2021-01-07 10:10:00,14069,209
5,Hamburg,2021-01-07 10:10:00,39154,725
6,Hessen,2021-01-07 10:10:00,145009,3278
7,Meck­lenburg- Vor­pommern,2021-01-07 10:10:00,13701,215
8,Nieder­sachsen,2021-01-07 10:10:00,114282,2206
9,Nord­rhein-West­falen,2021-01-07 10:10:00,415041,7507
10,Rhein­land-Pfalz,2021-01-07 10:10:00,76991,1632
11,Saarland,2021-01-07 10:10:00,20805,483
12,Sachsen,2021-01-07 10:10:00,146658,3626
13,Sachsen-Anhalt,2021-01-07 10:10:00,33929,777
14,Schles­wig-Holstein,2021-01-07 10:10:00,27078,514
15,Thüringen,2021-01-07 10:10:00,47576,1216
16,Gesamt,2021-01-07 10:10:00,1835038,37607
