,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-19 10:10:00,35236,1821
1,Bayern,2020-06-19 10:10:00,47799,2562
2,Berlin,2020-06-19 10:10:00,7603,211
3,Branden­burg,2020-06-19 10:10:00,3374,163
4,Bremen,2020-06-19 10:10:00,1626,49
5,Hamburg,2020-06-19 10:10:00,5156,259
6,Hessen,2020-06-19 10:10:00,10503,499
7,Meck­lenburg- Vor­pommern,2020-06-19 10:10:00,791,20
8,Nieder­sachsen,2020-06-19 10:10:00,13097,618
9,Nord­rhein-West­falen,2020-06-19 10:10:00,40156,1660
10,Rhein­land-Pfalz,2020-06-19 10:10:00,6883,234
11,Saarland,2020-06-19 10:10:00,2774,168
12,Sachsen,2020-06-19 10:10:00,5382,221
13,Sachsen-Anhalt,2020-06-19 10:10:00,1818,57
14,Schles­wig-Holstein,2020-06-19 10:10:00,3131,152
15,Thüringen,2020-06-19 10:10:00,3205,178
16,Gesamt,2020-06-19 10:10:00,188534,8872
