,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-20 16:10:00,209860,3939
1,Bayern,2020-12-20 16:10:00,287207,5655
2,Berlin,2020-12-20 16:10:00,86564,1001
3,Branden­burg,2020-12-20 16:10:00,31875,647
4,Bremen,2020-12-20 16:10:00,12457,168
5,Hamburg,2020-12-20 16:10:00,32116,545
6,Hessen,2020-12-20 16:10:00,120716,2121
7,Meck­lenburg- Vor­pommern,2020-12-20 16:10:00,9664,117
8,Nieder­sachsen,2020-12-20 16:10:00,93811,1636
9,Nord­rhein-West­falen,2020-12-20 16:10:00,349463,5209
10,Rhein­land-Pfalz,2020-12-20 16:10:00,62620,1056
11,Saarland,2020-12-20 16:10:00,17520,352
12,Sachsen,2020-12-20 16:10:00,104744,2216
13,Sachsen-Anhalt,2020-12-20 16:10:00,22520,384
14,Schles­wig-Holstein,2020-12-20 16:10:00,20692,324
15,Thüringen,2020-12-20 16:10:00,32180,679
16,Gesamt,2020-12-20 16:10:00,1494009,26049
