,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-11 16:10:00,36041,1837
1,Bayern,2020-07-11 16:10:00,49184,2612
2,Berlin,2020-07-11 16:10:00,8617,216
3,Branden­burg,2020-07-11 16:10:00,3459,168
4,Bremen,2020-07-11 16:10:00,1689,55
5,Hamburg,2020-07-11 16:10:00,5230,261
6,Hessen,2020-07-11 16:10:00,11122,514
7,Meck­lenburg- Vor­pommern,2020-07-11 16:10:00,804,20
8,Nieder­sachsen,2020-07-11 16:10:00,13799,641
9,Nord­rhein-West­falen,2020-07-11 16:10:00,44788,1704
10,Rhein­land-Pfalz,2020-07-11 16:10:00,7136,236
11,Saarland,2020-07-11 16:10:00,2812,174
12,Sachsen,2020-07-11 16:10:00,5473,225
13,Sachsen-Anhalt,2020-07-11 16:10:00,1907,61
14,Schles­wig-Holstein,2020-07-11 16:10:00,3206,154
15,Thüringen,2020-07-11 16:10:00,3289,182
16,Gesamt,2020-07-11 16:10:00,198556,9060
