,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-06 16:10:00,43423,1865
1,Bayern,2020-09-06 16:10:00,59014,2642
2,Berlin,2020-09-06 16:10:00,11703,226
3,Branden­burg,2020-09-06 16:10:00,3927,169
4,Bremen,2020-09-06 16:10:00,2067,58
5,Hamburg,2020-09-06 16:10:00,6486,267
6,Hessen,2020-09-06 16:10:00,16098,535
7,Meck­lenburg- Vor­pommern,2020-09-06 16:10:00,1023,20
8,Nieder­sachsen,2020-09-06 16:10:00,17236,665
9,Nord­rhein-West­falen,2020-09-06 16:10:00,60257,1823
10,Rhein­land-Pfalz,2020-09-06 16:10:00,9324,243
11,Saarland,2020-09-06 16:10:00,3197,174
12,Sachsen,2020-09-06 16:10:00,6147,225
13,Sachsen-Anhalt,2020-09-06 16:10:00,2281,66
14,Schles­wig-Holstein,2020-09-06 16:10:00,4120,161
15,Thüringen,2020-09-06 16:10:00,3682,186
16,Gesamt,2020-09-06 16:10:00,249985,9325
