,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-02 16:10:00,242744,4894
1,Bayern,2021-01-02 16:10:00,330855,6811
2,Berlin,2021-01-02 16:10:00,97637,1277
3,Branden­burg,2021-01-02 16:10:00,42384,982
4,Bremen,2021-01-02 16:10:00,13703,201
5,Hamburg,2021-01-02 16:10:00,37293,658
6,Hessen,2021-01-02 16:10:00,139368,2917
7,Meck­lenburg- Vor­pommern,2021-01-02 16:10:00,12362,173
8,Nieder­sachsen,2021-01-02 16:10:00,109810,2016
9,Nord­rhein-West­falen,2021-01-02 16:10:00,398678,6701
10,Rhein­land-Pfalz,2021-01-02 16:10:00,73545,1459
11,Saarland,2021-01-02 16:10:00,20111,440
12,Sachsen,2021-01-02 16:10:00,137031,3302
13,Sachsen-Anhalt,2021-01-02 16:10:00,30708,666
14,Schles­wig-Holstein,2021-01-02 16:10:00,25247,436
15,Thüringen,2021-01-02 16:10:00,43875,1027
16,Gesamt,2021-01-02 16:10:00,1755351,33960
