,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-07 10:10:00,96602,2107
1,Bayern,2020-11-07 10:10:00,127614,2905
2,Berlin,2020-11-07 10:10:00,38686,292
3,Branden­burg,2020-11-07 10:10:00,10086,213
4,Bremen,2020-11-07 10:10:00,6872,85
5,Hamburg,2020-11-07 10:10:00,16263,298
6,Hessen,2020-11-07 10:10:00,51438,741
7,Meck­lenburg- Vor­pommern,2020-11-07 10:10:00,3580,29
8,Nieder­sachsen,2020-11-07 10:10:00,44009,811
9,Nord­rhein-West­falen,2020-11-07 10:10:00,164919,2334
10,Rhein­land-Pfalz,2020-11-07 10:10:00,25342,316
11,Saarland,2020-11-07 10:10:00,8130,199
12,Sachsen,2020-11-07 10:10:00,24255,389
13,Sachsen-Anhalt,2020-11-07 10:10:00,6482,89
14,Schles­wig-Holstein,2020-11-07 10:10:00,9590,200
15,Thüringen,2020-11-07 10:10:00,8620,218
16,Gesamt,2020-11-07 10:10:00,642488,11226
