,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-09 10:10:00,33105,1534
1,Bayern,2020-05-09 10:10:00,44169,2147
2,Berlin,2020-05-09 10:10:00,6242,164
3,Brandenburg,2020-05-09 10:10:00,3098,133
4,Bremen,2020-05-09 10:10:00,1024,32
5,Hamburg,2020-05-09 10:10:00,4772,204
6,Hessen,2020-05-09 10:10:00,8916,408
7,Mecklenburg- Vor­pommern,2020-05-09 10:10:00,722,19
8,Niedersachsen,2020-05-09 10:10:00,10803,496
9,Nordrhein-West­falen,2020-05-09 10:10:00,34817,1424
10,Rhein­land-Pfalz,2020-05-09 10:10:00,6282,195
11,Saarland,2020-05-09 10:10:00,2660,142
12,Sachsen,2020-05-09 10:10:00,4873,186
13,Sachsen-Anhalt,2020-05-09 10:10:00,1637,48
14,Schles­wig-Holstein,2020-05-09 10:10:00,2898,122
15,Thüringen,2020-05-09 10:10:00,2533,115
16,Gesamt,2020-05-09 10:10:00,168551,7369
