,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-15 10:10:00,270036,5978
1,Bayern,2021-01-15 10:10:00,369672,8513
2,Berlin,2021-01-15 10:10:00,110740,1755
3,Branden­burg,2021-01-15 10:10:00,55402,1527
4,Bremen,2021-01-15 10:10:00,14699,227
5,Hamburg,2021-01-15 10:10:00,42070,882
6,Hessen,2021-01-15 10:10:00,156127,3843
7,Meck­lenburg- Vor­pommern,2021-01-15 10:10:00,15989,282
8,Nieder­sachsen,2021-01-15 10:10:00,125183,2531
9,Nord­rhein-West­falen,2021-01-15 10:10:00,444159,8838
10,Rhein­land-Pfalz,2021-01-15 10:10:00,83476,1977
11,Saarland,2021-01-15 10:10:00,22742,599
12,Sachsen,2021-01-15 10:10:00,163469,4794
13,Sachsen-Anhalt,2021-01-15 10:10:00,41394,1068
14,Schles­wig-Holstein,2021-01-15 10:10:00,30159,624
15,Thüringen,2021-01-15 10:10:00,55641,1556
16,Gesamt,2021-01-15 10:10:00,2000958,44994
